Date,Close,Symbol,Rolling_Avg_150d
2025-01-02,220.22000122070312,AMZN,
2025-01-03,224.19000244140625,AMZN,
2025-01-06,227.6100006103516,AMZN,
2025-01-07,222.1100006103516,AMZN,
2025-01-08,222.1300048828125,AMZN,
2025-01-10,218.94000244140625,AMZN,
2025-01-13,218.4600067138672,AMZN,
2025-01-14,217.759994506836,AMZN,
2025-01-15,223.3500061035156,AMZN,
2025-01-16,220.6600036621093,AMZN,
2025-01-17,225.94000244140625,AMZN,
2025-01-21,230.7100067138672,AMZN,
2025-01-22,235.009994506836,AMZN,
2025-01-23,235.4199981689453,AMZN,
2025-01-24,234.8500061035156,AMZN,
2025-01-27,235.4199981689453,AMZN,
2025-01-28,238.1499938964844,AMZN,
2025-01-29,237.07000732421875,AMZN,
2025-01-30,234.63999938964844,AMZN,
2025-01-31,237.67999267578125,AMZN,
2025-02-03,237.4199981689453,AMZN,
2025-02-04,242.0599975585937,AMZN,
2025-02-05,236.1699981689453,AMZN,
2025-02-06,238.8300018310547,AMZN,
2025-02-07,229.1499938964844,AMZN,
2025-02-10,233.13999938964844,AMZN,
2025-02-11,232.759994506836,AMZN,
2025-02-12,228.92999267578125,AMZN,
2025-02-13,230.3699951171875,AMZN,
2025-02-14,228.67999267578125,AMZN,
2025-02-18,226.6499938964844,AMZN,
2025-02-19,226.6300048828125,AMZN,
2025-02-20,222.8800048828125,AMZN,
2025-02-21,216.5800018310547,AMZN,
2025-02-24,212.7100067138672,AMZN,
2025-02-25,212.8000030517578,AMZN,
2025-02-26,214.3500061035156,AMZN,
2025-02-27,208.7400054931641,AMZN,
2025-02-28,212.27999877929688,AMZN,
2025-03-03,205.0200042724609,AMZN,
2025-03-04,203.8000030517578,AMZN,
2025-03-05,208.3600006103516,AMZN,
2025-03-06,200.6999969482422,AMZN,
2025-03-07,199.25,AMZN,
2025-03-10,194.5399932861328,AMZN,
2025-03-11,196.58999633789065,AMZN,
2025-03-12,198.88999938964844,AMZN,
2025-03-13,193.88999938964844,AMZN,
2025-03-14,197.9499969482422,AMZN,
2025-03-17,195.7400054931641,AMZN,
2025-03-18,192.82000732421875,AMZN,
2025-03-19,195.5399932861328,AMZN,
2025-03-20,194.9499969482422,AMZN,
2025-03-21,196.2100067138672,AMZN,
2025-03-24,203.259994506836,AMZN,
2025-03-25,205.7100067138672,AMZN,
2025-03-26,201.1300048828125,AMZN,
2025-03-27,201.3600006103516,AMZN,
2025-03-28,192.72000122070312,AMZN,
2025-03-31,190.259994506836,AMZN,
2025-04-01,192.1699981689453,AMZN,
2025-04-02,196.009994506836,AMZN,
2025-04-03,178.41000366210938,AMZN,
2025-04-04,171.0,AMZN,
2025-04-07,175.25999450683594,AMZN,
2025-04-08,170.66000366210938,AMZN,
2025-04-09,191.1000061035156,AMZN,
2025-04-10,181.22000122070312,AMZN,
2025-04-11,184.8699951171875,AMZN,
2025-04-14,182.1199951171875,AMZN,
2025-04-15,179.58999633789062,AMZN,
2025-04-16,174.3300018310547,AMZN,
2025-04-17,172.61000061035156,AMZN,
2025-04-21,167.32000732421875,AMZN,
2025-04-22,173.17999267578125,AMZN,
2025-04-23,180.6000061035156,AMZN,
2025-04-24,186.5399932861328,AMZN,
2025-04-25,188.9900054931641,AMZN,
2025-04-28,187.6999969482422,AMZN,
2025-04-29,187.38999938964844,AMZN,
2025-04-30,184.4199981689453,AMZN,
2025-05-01,190.1999969482422,AMZN,
2025-05-02,189.97999572753903,AMZN,
2025-05-05,186.3500061035156,AMZN,
2025-05-06,185.009994506836,AMZN,
2025-05-07,188.7100067138672,AMZN,
2025-05-08,192.0800018310547,AMZN,
2025-05-09,193.0599975585937,AMZN,
2025-05-12,208.63999938964844,AMZN,
2025-05-13,211.3699951171875,AMZN,
2025-05-14,210.25,AMZN,
2025-05-15,205.1699981689453,AMZN,
2025-05-16,205.58999633789065,AMZN,
2025-05-19,206.1600036621093,AMZN,
2025-05-20,204.07000732421875,AMZN,
2025-05-21,201.1199951171875,AMZN,
2025-05-22,203.1000061035156,AMZN,
2025-05-23,200.9900054931641,AMZN,
2025-05-27,206.0200042724609,AMZN,
2025-05-28,204.72000122070312,AMZN,
2025-05-29,205.6999969482422,AMZN,
2025-05-30,205.009994506836,AMZN,
2025-06-02,206.6499938964844,AMZN,
2025-06-03,205.7100067138672,AMZN,
2025-06-04,207.22999572753903,AMZN,
2025-06-05,207.9100036621093,AMZN,
2025-06-06,213.57000732421875,AMZN,
2025-06-09,216.97999572753903,AMZN,
2025-06-10,217.6100006103516,AMZN,
2025-06-11,213.1999969482422,AMZN,
2025-06-12,213.2400054931641,AMZN,
